Дата,Рік,Квартал,Місяць,Назва_місяця,Продукт,Категорія,Регіон,Країна,Продажі,Кількість,Прибуток
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Одеса,Україна,106519,28,30076
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Харків,Україна,116832,20,26378
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Дніпро,Україна,104743,72,23337
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Київ,Україна,102429,39,25115
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Львів,Україна,29963,37,8458
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Одеса,Україна,65000,36,16446
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Харків,Україна,106188,77,27386
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Дніпро,Україна,62250,14,18427
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Київ,Україна,128403,18,35035
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Львів,Україна,27251,92,7192
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Одеса,Україна,66118,75,18066
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Харків,Україна,61347,82,12494
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Дніпро,Україна,87522,95,24001
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Київ,Україна,43247,39,7614
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Львів,Україна,74073,37,20288
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Одеса,Україна,60133,44,10300
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Харків,Україна,85926,60,18693
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Дніпро,Україна,120079,84,29740
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Київ,Україна,128007,31,33372
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Львів,Україна,100207,20,27713
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Одеса,Україна,69434,44,10739
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Харків,Україна,62721,25,10408
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Дніпро,Україна,75696,49,11397
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Київ,Україна,115492,79,32148
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Львів,Україна,64409,10,17748
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Одеса,Україна,81594,72,16405
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Харків,Україна,109926,47,22431
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Дніпро,Україна,121315,66,23728
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Київ,Україна,37196,23,10620
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Львів,Україна,58016,48,15728
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Одеса,Україна,93639,86,26670
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Харків,Україна,92782,15,23252
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Дніпро,Україна,116146,68,19355
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Київ,Україна,46494,55,10184
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Львів,Україна,29909,81,5064
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Одеса,Україна,88094,39,23816
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Харків,Україна,55453,93,8467
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Дніпро,Україна,57265,23,16475
2025-06-15,2025,2,6,Червень,Ноутбук,Комп'ютери,Київ,Україна,65421,31,18236
2025-06-15,2025,2,6,Червень,Ноутбук,Комп'ютери,Львів,Україна,87996,60,24102
2025-06-15,2025,2,6,Червень,Ноутбук,Комп'ютери,Одеса,Україна,50133,82,13832
2025-06-15,2025,2,6,Червень,Ноутбук,Комп'ютери,Харків,Україна,115137,80,28001
2025-06-15,2025,2,6,Червень,Ноутбук,Комп'ютери,Дніпро,Україна,81840,28,22989
2025-06-15,2025,2,6,Червень,Смартфон,Мобільні,Київ,Україна,29391,47,4938
2025-06-15,2025,2,6,Червень,Смартфон,Мобільні,Львів,Україна,86250,49,16344
2025-06-15,2025,2,6,Червень,Смартфон,Мобільні,Одеса,Україна,83299,73,19581
2025-06-15,2025,2,6,Червень,Смартфон,Мобільні,Харків,Україна,101168,98,27687
2025-06-15,2025,2,6,Червень,Смартфон,Мобільні,Дніпро,Україна,37488,68,9729
2025-06-15,2025,2,6,Червень,Планшет,Мобільні,Київ,Україна,109635,77,30871
2025-06-15,2025,2,6,Червень,Планшет,Мобільні,Львів,Україна,41818,95,11869
2025-06-15,2025,2,6,Червень,Планшет,Мобільні,Одеса,Україна,109092,64,25058
2025-06-15,2025,2,6,Червень,Планшет,Мобільні,Харків,Україна,113775,57,17657
2025-06-15,2025,2,6,Червень,Планшет,Мобільні,Дніпро,Україна,89167,20,26689
2025-06-15,2025,2,6,Червень,Навушники,Аксесуари,Київ,Україна,94714,94,21615
2025-06-15,2025,2,6,Червень,Навушники,Аксесуари,Львів,Україна,84600,57,23240
2025-06-15,2025,2,6,Червень,Навушники,Аксесуари,Одеса,Україна,75535,53,12632
2025-06-15,2025,2,6,Червень,Навушники,Аксесуари,Харків,Україна,105096,82,30104
2025-06-15,2025,2,6,Червень,Навушники,Аксесуари,Дніпро,Україна,79683,44,21864
2025-06-15,2025,2,6,Червень,Монітор,Комп'ютери,Київ,Україна,83854,74,12894
2025-06-15,2025,2,6,Червень,Монітор,Комп'ютери,Львів,Україна,62608,49,12367
2025-06-15,2025,2,6,Червень,Монітор,Комп'ютери,Одеса,Україна,110223,56,18807
2025-06-15,2025,2,6,Червень,Монітор,Комп'ютери,Харків,Україна,55978,61,12119
2025-06-15,2025,2,6,Червень,Монітор,Комп'ютери,Дніпро,Україна,41480,30,10149
2025-06-15,2025,2,6,Червень,Клавіатура,Аксесуари,Київ,Україна,98332,38,24183
2025-06-15,2025,2,6,Червень,Клавіатура,Аксесуари,Львів,Україна,45876,80,7787
2025-06-15,2025,2,6,Червень,Клавіатура,Аксесуари,Одеса,Україна,60954,54,18018
2025-06-15,2025,2,6,Червень,Клавіатура,Аксесуари,Харків,Україна,79885,75,15236
2025-06-15,2025,2,6,Червень,Клавіатура,Аксесуари,Дніпро,Україна,37428,10,7124
2025-07-15,2025,3,7,Липень,Ноутбук,Комп'ютери,Київ,Україна,65012,95,12232
2025-07-15,2025,3,7,Липень,Ноутбук,Комп'ютери,Львів,Україна,50232,70,11094
2025-07-15,2025,3,7,Липень,Ноутбук,Комп'ютери,Одеса,Україна,26328,17,4892
2025-07-15,2025,3,7,Липень,Ноутбук,Комп'ютери,Харків,Україна,52955,74,11521
2025-07-15,2025,3,7,Липень,Ноутбук,Комп'ютери,Дніпро,Україна,67612,49,14905
2025-07-15,2025,3,7,Липень,Смартфон,Мобільні,Київ,Україна,82127,93,14869
2025-07-15,2025,3,7,Липень,Смартфон,Мобільні,Львів,Україна,28939,70,4364
2025-07-15,2025,3,7,Липень,Смартфон,Мобільні,Одеса,Україна,40725,71,11199
2025-07-15,2025,3,7,Липень,Смартфон,Мобільні,Харків,Україна,39661,58,7249
2025-07-15,2025,3,7,Липень,Смартфон,Мобільні,Дніпро,Україна,55443,63,16065
2025-07-15,2025,3,7,Липень,Планшет,Мобільні,Київ,Україна,76628,97,12495
2025-07-15,2025,3,7,Липень,Планшет,Мобільні,Львів,Україна,26619,26,4447
2025-07-15,2025,3,7,Липень,Планшет,Мобільні,Одеса,Україна,60084,68,13585
2025-07-15,2025,3,7,Липень,Планшет,Мобільні,Харків,Україна,95739,48,21448
2025-07-15,2025,3,7,Липень,Планшет,Мобільні,Дніпро,Україна,44696,86,12935
2025-07-15,2025,3,7,Липень,Навушники,Аксесуари,Київ,Україна,78602,10,16387
2025-07-15,2025,3,7,Липень,Навушники,Аксесуари,Львів,Україна,30466,85,8601
2025-07-15,2025,3,7,Липень,Навушники,Аксесуари,Одеса,Україна,86775,21,21797
2025-07-15,2025,3,7,Липень,Навушники,Аксесуари,Харків,Україна,45826,54,11812
2025-07-15,2025,3,7,Липень,Навушники,Аксесуари,Дніпро,Україна,25186,78,3783
2025-07-15,2025,3,7,Липень,Монітор,Комп'ютери,Київ,Україна,106576,55,16803
2025-07-15,2025,3,7,Липень,Монітор,Комп'ютери,Львів,Україна,60285,56,9581
2025-07-15,2025,3,7,Липень,Монітор,Комп'ютери,Одеса,Україна,45565,93,11527
2025-07-15,2025,3,7,Липень,Монітор,Комп'ютери,Харків,Україна,96734,77,20079
2025-07-15,2025,3,7,Липень,Монітор,Комп'ютери,Дніпро,Україна,48594,91,7961
2025-07-15,2025,3,7,Липень,Клавіатура,Аксесуари,Київ,Україна,58905,37,13691
2025-07-15,2025,3,7,Липень,Клавіатура,Аксесуари,Львів,Україна,39652,24,10407
2025-07-15,2025,3,7,Липень,Клавіатура,Аксесуари,Одеса,Україна,98739,72,24380
2025-07-15,2025,3,7,Липень,Клавіатура,Аксесуари,Харків,Україна,77380,60,18497
2025-07-15,2025,3,7,Липень,Клавіатура,Аксесуари,Дніпро,Україна,102207,91,17460
2025-08-15,2025,3,8,Серпень,Ноутбук,Комп'ютери,Київ,Україна,83539,48,23479
2025-08-15,2025,3,8,Серпень,Ноутбук,Комп'ютери,Львів,Україна,39228,79,6593
2025-08-15,2025,3,8,Серпень,Ноутбук,Комп'ютери,Одеса,Україна,96549,47,26488
2025-08-15,2025,3,8,Серпень,Ноутбук,Комп'ютери,Харків,Україна,91253,11,13848
2025-08-15,2025,3,8,Серпень,Ноутбук,Комп'ютери,Дніпро,Україна,48287,21,9380
2025-08-15,2025,3,8,Серпень,Смартфон,Мобільні,Київ,Україна,54195,64,12821
2025-08-15,2025,3,8,Серпень,Смартфон,Мобільні,Львів,Україна,51299,94,13912
2025-08-15,2025,3,8,Серпень,Смартфон,Мобільні,Одеса,Україна,94133,34,24415
2025-08-15,2025,3,8,Серпень,Смартфон,Мобільні,Харків,Україна,57933,47,16038
2025-08-15,2025,3,8,Серпень,Смартфон,Мобільні,Дніпро,Україна,98506,27,20743
2025-08-15,2025,3,8,Серпень,Планшет,Мобільні,Київ,Україна,55826,82,10938
2025-08-15,2025,3,8,Серпень,Планшет,Мобільні,Львів,Україна,80413,39,17446
2025-08-15,2025,3,8,Серпень,Планшет,Мобільні,Одеса,Україна,62355,41,17045
2025-08-15,2025,3,8,Серпень,Планшет,Мобільні,Харків,Україна,98226,53,28239
2025-08-15,2025,3,8,Серпень,Планшет,Мобільні,Дніпро,Україна,87974,32,17403
2025-08-15,2025,3,8,Серпень,Навушники,Аксесуари,Київ,Україна,83387,41,17150
2025-08-15,2025,3,8,Серпень,Навушники,Аксесуари,Львів,Україна,85996,42,19682
2025-08-15,2025,3,8,Серпень,Навушники,Аксесуари,Одеса,Україна,60127,46,14843
2025-08-15,2025,3,8,Серпень,Навушники,Аксесуари,Харків,Україна,58866,65,15557
2025-08-15,2025,3,8,Серпень,Навушники,Аксесуари,Дніпро,Україна,63675,28,9794
2025-08-15,2025,3,8,Серпень,Монітор,Комп'ютери,Київ,Україна,59905,27,14708
2025-08-15,2025,3,8,Серпень,Монітор,Комп'ютери,Львів,Україна,63511,20,12491
2025-08-15,2025,3,8,Серпень,Монітор,Комп'ютери,Одеса,Україна,28541,78,6554
2025-08-15,2025,3,8,Серпень,Монітор,Комп'ютери,Харків,Україна,96722,65,28843
2025-08-15,2025,3,8,Серпень,Монітор,Комп'ютери,Дніпро,Україна,37144,13,6504
2025-08-15,2025,3,8,Серпень,Клавіатура,Аксесуари,Київ,Україна,61927,78,11411
2025-08-15,2025,3,8,Серпень,Клавіатура,Аксесуари,Львів,Україна,39486,68,9073
2025-08-15,2025,3,8,Серпень,Клавіатура,Аксесуари,Одеса,Україна,89480,13,14754
2025-08-15,2025,3,8,Серпень,Клавіатура,Аксесуари,Харків,Україна,27380,73,5807
2025-08-15,2025,3,8,Серпень,Клавіатура,Аксесуари,Дніпро,Україна,96598,59,19027
2025-09-15,2025,3,9,Вересень,Ноутбук,Комп'ютери,Київ,Україна,70234,46,20605
2025-09-15,2025,3,9,Вересень,Ноутбук,Комп'ютери,Львів,Україна,26914,44,7623
2025-09-15,2025,3,9,Вересень,Ноутбук,Комп'ютери,Одеса,Україна,48386,27,13258
2025-09-15,2025,3,9,Вересень,Ноутбук,Комп'ютери,Харків,Україна,37248,38,7198
2025-09-15,2025,3,9,Вересень,Ноутбук,Комп'ютери,Дніпро,Україна,80561,26,16742
2025-09-15,2025,3,9,Вересень,Смартфон,Мобільні,Київ,Україна,59770,77,17752
2025-09-15,2025,3,9,Вересень,Смартфон,Мобільні,Львів,Україна,34414,58,7909
2025-09-15,2025,3,9,Вересень,Смартфон,Мобільні,Одеса,Україна,27413,95,5127
2025-09-15,2025,3,9,Вересень,Смартфон,Мобільні,Харків,Україна,92273,60,18770
2025-09-15,2025,3,9,Вересень,Смартфон,Мобільні,Дніпро,Україна,28386,41,7276
2025-09-15,2025,3,9,Вересень,Планшет,Мобільні,Київ,Україна,86777,94,17474
2025-09-15,2025,3,9,Вересень,Планшет,Мобільні,Львів,Україна,79145,30,23344
2025-09-15,2025,3,9,Вересень,Планшет,Мобільні,Одеса,Україна,19543,77,3949
2025-09-15,2025,3,9,Вересень,Планшет,Мобільні,Харків,Україна,48627,33,14586
2025-09-15,2025,3,9,Вересень,Планшет,Мобільні,Дніпро,Україна,55461,20,10043
2025-09-15,2025,3,9,Вересень,Навушники,Аксесуари,Київ,Україна,57043,26,14841
2025-09-15,2025,3,9,Вересень,Навушники,Аксесуари,Львів,Україна,74082,95,17439
2025-09-15,2025,3,9,Вересень,Навушники,Аксесуари,Одеса,Україна,94068,94,16198
2025-09-15,2025,3,9,Вересень,Навушники,Аксесуари,Харків,Україна,53210,45,15220
2025-09-15,2025,3,9,Вересень,Навушники,Аксесуари,Дніпро,Україна,91943,73,21969
2025-09-15,2025,3,9,Вересень,Монітор,Комп'ютери,Київ,Україна,43048,63,9901
2025-09-15,2025,3,9,Вересень,Монітор,Комп'ютери,Львів,Україна,38011,30,9954
2025-09-15,2025,3,9,Вересень,Монітор,Комп'ютери,Одеса,Україна,44242,14,11906
2025-09-15,2025,3,9,Вересень,Монітор,Комп'ютери,Харків,Україна,63455,50,17866
2025-09-15,2025,3,9,Вересень,Монітор,Комп'ютери,Дніпро,Україна,65904,79,11356
2025-09-15,2025,3,9,Вересень,Клавіатура,Аксесуари,Київ,Україна,76810,61,21470
2025-09-15,2025,3,9,Вересень,Клавіатура,Аксесуари,Львів,Україна,88993,64,18359
2025-09-15,2025,3,9,Вересень,Клавіатура,Аксесуари,Одеса,Україна,89092,84,16079
2025-09-15,2025,3,9,Вересень,Клавіатура,Аксесуари,Харків,Україна,95100,32,19779
2025-09-15,2025,3,9,Вересень,Клавіатура,Аксесуари,Дніпро,Україна,78867,73,17654
2025-10-15,2025,4,10,Жовтень,Ноутбук,Комп'ютери,Київ,Україна,56148,90,15712
2025-10-15,2025,4,10,Жовтень,Ноутбук,Комп'ютери,Львів,Україна,88637,91,19191
2025-10-15,2025,4,10,Жовтень,Ноутбук,Комп'ютери,Одеса,Україна,41858,13,11343
2025-10-15,2025,4,10,Жовтень,Ноутбук,Комп'ютери,Харків,Україна,72834,57,21807
2025-10-15,2025,4,10,Жовтень,Ноутбук,Комп'ютери,Дніпро,Україна,27796,90,7700
2025-10-15,2025,4,10,Жовтень,Смартфон,Мобільні,Київ,Україна,60035,47,11311
2025-10-15,2025,4,10,Жовтень,Смартфон,Мобільні,Львів,Україна,45160,70,13049
2025-10-15,2025,4,10,Жовтень,Смартфон,Мобільні,Одеса,Україна,71354,31,18063
2025-10-15,2025,4,10,Жовтень,Смартфон,Мобільні,Харків,Україна,56229,63,12881
2025-10-15,2025,4,10,Жовтень,Смартфон,Мобільні,Дніпро,Україна,46574,30,9492
2025-10-15,2025,4,10,Жовтень,Планшет,Мобільні,Київ,Україна,31693,33,8238
2025-10-15,2025,4,10,Жовтень,Планшет,Мобільні,Львів,Україна,78035,66,20992
2025-10-15,2025,4,10,Жовтень,Планшет,Мобільні,Одеса,Україна,47434,28,8542
2025-10-15,2025,4,10,Жовтень,Планшет,Мобільні,Харків,Україна,56528,80,8498
2025-10-15,2025,4,10,Жовтень,Планшет,Мобільні,Дніпро,Україна,32608,74,6562
2025-10-15,2025,4,10,Жовтень,Навушники,Аксесуари,Київ,Україна,29530,10,4735
2025-10-15,2025,4,10,Жовтень,Навушники,Аксесуари,Львів,Україна,62234,17,16513
2025-10-15,2025,4,10,Жовтень,Навушники,Аксесуари,Одеса,Україна,27080,82,7173
2025-10-15,2025,4,10,Жовтень,Навушники,Аксесуари,Харків,Україна,39816,44,9637
